FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1555,"皿","dish",2022-11-21 21:15:56,2023-01-16,6,0,5
1556,"血","blood",2022-11-21 21:15:56,2023-01-14,6,0,5
1557,"盆","basin",2022-11-01 10:16:04,2022-11-30,5,0,4
1558,"盟","alliance",2022-11-01 10:50:29,2022-11-26,5,0,5
1559,"盗","steal",2022-11-14 21:58:08,2022-12-11,5,0,8
1560,"温","warm",2022-11-20 11:07:01,2023-01-12,6,0,5
1561,"蓋","lid",2022-10-29 19:36:02,2022-11-27,5,0,4
1562,"監","oversee",2022-10-31 16:05:37,2022-11-27,5,0,4
1563,"濫","overflow",2022-11-01 10:46:10,2022-11-26,5,0,4
1564,"鑑","specimen",2022-10-31 15:36:14,2022-11-25,5,0,4
1565,"藍","indigo (skip)",2022-10-08 09:30:09,2022-10-08,1,1,0
1566,"猛","fierce",2022-11-03 21:33:12,2022-11-30,5,0,4
1567,"盛","boom",2022-11-18 20:32:14,2022-12-16,5,0,8
1568,"塩","salt",2022-11-07 19:28:37,2022-11-30,5,0,7
1569,"銀","silver",2022-10-31 15:08:26,2022-11-29,5,0,5
1570,"恨","resentment",2022-11-04 12:18:43,2022-11-29,5,0,5
1571,"根","root",2022-11-25 15:04:57,2023-01-18,6,0,6
1572,"即","instant",2022-11-03 21:44:08,2022-11-30,5,0,4
1573,"爵","baron (skip)",2022-10-09 11:20:23,2022-10-09,1,1,0
1574,"節","joint",2022-11-01 10:59:10,2022-11-25,5,0,4
1575,"退","retreat",2022-11-10 23:20:56,2022-12-06,5,0,6
1576,"限","limit",2022-10-31 15:51:09,2022-11-25,5,0,4
1577,"眼","eyeball",2022-11-02 10:53:10,2022-11-26,5,0,4
1578,"良","good",2022-11-24 21:53:33,2023-01-08,6,0,5
1579,"朗","melodious",2022-11-02 10:53:49,2022-11-29,5,0,4
1580,"浪","wandering",2022-11-02 10:53:11,2022-11-26,5,0,4
1581,"娘","daughter",2022-11-03 21:21:03,2022-11-30,5,0,4
1582,"食","eat",2022-11-23 21:52:13,2023-01-07,6,0,5
1583,"飯","meal",2022-11-01 10:29:08,2022-11-30,5,0,4
1584,"飲","drink",2022-11-01 10:29:08,2022-11-25,5,0,4
1585,"飢","hungry",2022-10-31 15:51:09,2022-11-25,5,0,5
1586,"餓","starve",2022-11-07 19:33:54,2022-12-03,5,0,6
1587,"飾","decorate",2022-11-06 22:27:13,2022-11-29,5,0,5
1588,"餌","feed",2022-10-31 15:08:26,2022-11-26,5,0,4
1589,"館","Bldg.",2022-11-01 10:16:04,2022-11-25,5,0,4
1590,"餅","mochi",2022-11-02 11:15:23,2022-11-26,5,0,4
1591,"養","foster",2022-11-06 22:09:00,2022-11-29,5,0,6
1592,"飽","sated",2022-11-20 11:25:19,2022-12-12,5,0,6
1593,"既","previously (skip)",2022-10-11 09:03:43,2022-10-11,1,1,0
1594,"概","outline (skip)",2022-10-11 09:03:43,2022-10-11,1,1,0
1595,"慨","rue (skip)",2022-10-11 09:03:43,2022-10-11,1,1,0
1596,"平","even",2022-11-05 22:01:51,2022-12-04,5,0,4
1597,"呼","call",2022-11-18 21:04:26,2022-12-16,5,0,6
1598,"坪","two-mat area (skip)",2022-10-11 08:57:53,2022-10-11,1,1,0
1599,"評","evaluate",2022-11-18 20:20:50,2022-12-10,5,0,6
1600,"刈","reap",2022-11-03 21:33:12,2022-12-01,5,0,4
1601,"刹","moment",2022-11-15 21:12:51,2022-12-15,5,0,6
1602,"希","hope",2022-11-03 21:33:12,2022-12-01,5,0,4
1603,"凶","villain",2022-11-09 16:56:36,2022-12-05,5,0,4
1604,"胸","bosom",2022-11-16 22:21:08,2022-11-30,4,0,6
1605,"離","divorce",2022-11-13 22:27:32,2022-11-25,4,0,6
1606,"璃","crystal (skip)",2022-10-12 08:39:38,2022-10-12,1,1,0
1607,"殺","kill",2022-11-04 13:02:04,2022-12-01,5,0,4
1608,"爽","invigorating",2022-11-16 22:43:09,2022-11-29,4,0,5
1609,"純","genuine",2022-11-07 19:36:58,2022-12-03,5,0,4
1610,"頓","immediate",2022-11-12 11:51:50,2022-11-26,4,0,5
1611,"鈍","dull",2022-11-04 12:40:46,2022-11-26,5,0,4
1612,"辛","spicy",2022-11-10 23:20:56,2022-12-06,5,0,4
1613,"辞","resign",2022-11-04 13:05:59,2022-11-30,5,0,4
1614,"梓","catalpa (skip)",2022-10-13 09:29:36,2022-10-13,1,1,0
1615,"宰","superintend",2022-11-03 21:44:08,2022-11-26,5,0,4
1616,"壁","wall",2022-11-08 21:32:02,2022-12-03,5,0,5
1617,"璧","holed gem (skip)",2022-10-13 09:29:36,2022-10-13,1,1,0
1618,"避","dodge",2022-11-03 22:14:54,2022-12-01,5,0,4
1619,"新","new",2022-11-06 21:54:54,2022-12-05,5,0,4
1620,"薪","firewood",2022-11-12 11:58:37,2022-11-26,4,0,5
1621,"親","parent",2022-11-08 14:32:27,2022-12-05,5,0,5
1622,"幸","happiness",2022-11-08 14:55:51,2022-12-01,5,0,4
1623,"執","tenacious",2022-11-06 22:09:00,2022-12-04,5,0,5
1624,"摯","seriousness",2022-11-16 22:39:02,2022-11-28,4,0,5
1625,"報","report",2022-11-11 14:32:58,2022-11-25,4,0,5
1626,"叫","shout",2022-11-07 11:39:29,2022-12-07,5,0,4
1627,"糾","twist",2022-11-04 13:05:59,2022-12-04,5,0,4
1628,"収","income",2022-11-22 19:49:27,2022-12-18,5,0,7
1629,"卑","lowly",2022-11-08 21:23:45,2022-12-04,5,0,4
1630,"碑","tombstone",2022-11-05 22:17:24,2022-12-05,5,0,4
1631,"陸","land",2022-11-18 20:15:47,2022-12-18,5,0,6
1632,"睦","intimate",2022-11-18 20:32:14,2022-12-10,5,0,6
1633,"勢","forces",2022-11-09 08:25:28,2022-12-09,5,0,4
1634,"熱","heat",2022-11-16 22:26:48,2022-12-14,5,0,8
1635,"菱","diamond (skip)",2022-10-15 09:23:32,2022-10-15,1,1,0
1636,"陵","mausoleum (skip)",2022-10-15 09:23:32,2022-10-15,1,1,0
1637,"亥","sign of the hog",2022-11-05 22:01:51,2022-11-30,5,0,4
1638,"核","nucleus",2022-11-09 08:18:53,2022-12-09,5,0,4
1639,"刻","engrave",2022-11-08 14:55:51,2022-12-07,5,0,4
1640,"該","above-stated (skip)",2022-10-16 09:05:41,2022-10-16,1,1,0
1641,"骸","remains",2022-11-04 12:54:39,2022-12-03,5,0,4
1642,"劾","censure (skip)",2022-10-16 09:05:41,2022-10-16,1,1,0
1643,"述","mention",2022-11-08 14:32:28,2022-12-02,5,0,4
1644,"術","art",2022-11-06 22:32:18,2022-11-28,5,0,4
1645,"寒","cold",2022-11-09 16:56:36,2022-12-09,5,0,5
1646,"塞","blocked up",2022-11-14 22:00:39,2022-11-27,4,0,6
1647,"醸","brew",2022-11-16 22:32:15,2022-12-01,4,0,5
1648,"譲","defer",2022-11-12 11:58:37,2022-12-12,5,0,4
1649,"壌","lot (skip)",2022-10-18 14:21:34,2022-10-18,1,1,0
1650,"嬢","ojou-sama",2022-11-13 22:23:52,2022-12-06,5,0,4
1651,"毒","poison",2022-11-22 19:44:58,2022-12-17,5,0,6
1652,"素","elementary",2022-11-18 20:37:29,2022-12-14,5,0,6
1653,"麦","barley",2022-11-08 21:35:35,2022-12-06,5,0,4
1654,"青","blue",2022-11-10 23:27:09,2022-12-02,5,0,4
1655,"精","refined",2022-11-09 08:35:31,2022-12-09,5,0,4
1656,"請","solicit",2022-11-12 12:07:03,2022-12-10,5,0,4
1657,"情","feelings",2022-11-12 10:52:15,2022-12-08,5,0,5
1658,"晴","clear up",2022-11-13 21:56:08,2022-12-08,5,0,6
1659,"清","pure",2022-11-08 21:23:45,2022-11-30,5,0,4
1660,"静","quiet",2022-11-25 15:04:57,2022-12-19,5,0,6
1661,"責","blame",2022-11-09 08:18:53,2022-12-06,5,0,4
1662,"績","exploits (achievements)",2022-11-15 20:35:28,2022-12-09,5,0,4
1663,"積","volume",2022-11-08 21:35:35,2022-12-05,5,0,4
1664,"債","bond",2022-11-10 18:58:48,2022-12-10,5,0,4
1665,"漬","pickling (sottaceto)",2022-11-09 17:21:41,2022-12-03,5,0,4
1666,"表","surface",2022-11-09 08:25:28,2022-12-03,5,0,4
1667,"俵","bag (skip)",2022-10-19 09:55:37,2022-10-19,1,1,0
1668,"潔","undefiled",2022-11-10 23:20:56,2022-12-07,5,0,4
1669,"契","pledge",2022-11-22 19:53:33,2022-12-05,4,0,8
1670,"喫","consume",2022-11-20 11:32:26,2022-12-15,5,0,8
1671,"害","harm",2022-11-12 11:58:37,2022-12-09,5,0,4
1672,"轄","control",2022-11-17 22:08:32,2022-11-25,3,0,6
1673,"割","fraction",2022-11-12 11:51:50,2022-12-09,5,0,5
1674,"憲","constitution",2022-11-15 20:29:18,2022-12-11,5,0,4
1675,"生","life",2022-11-10 23:27:09,2022-12-06,5,0,4
1676,"星","star",2022-11-16 22:06:00,2022-12-10,5,0,4
1677,"醒","sober up",2022-11-10 23:27:09,2022-12-06,5,0,4
1678,"姓","surname",2022-11-07 19:33:54,2022-12-03,5,0,4
1679,"性","sex (gender)",2022-11-13 22:40:38,2022-12-06,5,0,4
1680,"牲","animal sacrifice",2022-11-17 22:41:08,2022-12-12,5,0,4
1681,"産","products",2022-11-18 20:52:02,2022-11-27,3,0,4
1682,"隆","hump (skip)",2022-10-20 08:41:36,2022-10-20,1,1,0
1683,"峰","summit",2022-11-15 20:35:28,2022-12-07,5,0,5
1684,"蜂","bee",2022-11-10 23:20:56,2022-12-05,5,0,4
1685,"縫","sew",2022-11-13 22:10:56,2022-12-09,5,0,4
1686,"拝","worship",2022-11-13 22:27:32,2022-12-13,5,0,5
1687,"寿","longevity",2022-11-13 22:45:28,2022-12-11,5,0,5
1688,"鋳","metal casting",2022-11-12 11:58:37,2022-12-08,5,0,4
1689,"籍","enroll (skip)",2022-10-21 10:43:52,2022-10-21,1,1,0
1690,"春","springtime",2022-11-19 20:04:34,2022-12-15,5,0,4
1691,"椿","camellia (skip)",2022-10-21 10:43:52,2022-10-21,1,1,0
1692,"泰","peaceful",2022-11-11 14:32:20,2022-12-06,5,0,4
1693,"奏","play music",2022-11-11 14:22:25,2022-12-09,5,0,4
1694,"実","reality",2022-11-24 22:01:07,2022-12-17,5,0,6
1695,"奉","dedicate",2022-11-12 12:10:40,2022-12-05,5,0,4
1696,"俸","stipend (skip)",2022-10-22 10:15:02,2022-10-22,1,1,0
1697,"棒","rod",2022-11-13 22:00:03,2022-12-13,5,0,4
1698,"謹","discreet",2022-11-10 23:27:09,2022-12-02,5,0,4
1699,"僅","wee bit",2022-11-12 12:04:12,2022-12-07,5,0,4
1700,"勤","diligence",2022-11-17 22:08:45,2022-12-15,5,0,4
1701,"漢","made in china",2022-11-19 20:05:07,2022-12-18,5,0,4
1702,"嘆","sigh",2022-11-17 09:54:28,2022-12-11,5,0,4
1703,"難","difficult",2022-11-13 22:00:03,2022-12-08,5,0,4
1704,"華","splendor",2022-11-14 22:13:19,2022-12-09,5,0,4
1705,"垂","droop",2022-11-15 21:08:05,2022-12-15,5,0,4
1706,"唾","saliva",2022-11-19 08:12:09,2022-12-12,5,0,6
1707,"睡","drowsy",2022-11-14 21:53:48,2022-12-10,5,0,4
1708,"錘","spindle (skip)",2022-10-23 09:38:29,2022-10-23,1,1,0
1709,"乗","ride",2022-11-17 09:54:28,2022-12-15,5,0,5
1710,"剰","surplus",2022-11-16 22:43:09,2022-12-13,5,0,4
1711,"今","now",2022-11-18 20:37:29,2022-12-12,5,0,4
1712,"含","include",2022-11-14 22:13:19,2022-12-08,5,0,4
1713,"貪","covet",2022-11-23 09:54:23,2022-12-17,5,0,6
1714,"吟","versify (skip)",2022-10-24 10:06:04,2022-10-24,1,1,0
1715,"念","wish",2022-11-24 22:01:07,2022-12-19,5,0,8
1716,"捻","wrench",2022-11-24 22:04:23,2022-12-08,4,0,5
1717,"琴","koto (jap. harp)",2022-11-16 22:32:15,2022-12-09,5,0,4
1718,"陰","shade",2022-11-21 21:12:12,2022-12-04,4,0,5
1719,"予","beforehand",2022-11-17 22:41:08,2022-12-10,5,0,4
1720,"序","preface (skip)",2022-10-25 08:04:54,2022-10-25,1,1,0
1721,"預","deposit",2022-11-16 22:43:40,2022-12-14,5,0,4
1722,"野","plains",2022-11-20 11:24:40,2022-12-14,5,0,4
1723,"兼","concurrently",2022-11-19 19:52:19,2022-12-17,5,0,4
1724,"嫌","dislike",2022-11-21 21:40:31,2022-12-21,5,0,4
1725,"鎌","sickle",2022-11-14 21:41:42,2022-12-13,5,0,4
1726,"謙","self-effacing",2022-11-14 22:00:39,2022-12-12,5,0,4
1727,"廉","bargain",2022-11-17 09:54:28,2022-12-14,5,0,4
1728,"西","west",2022-11-17 09:54:28,2022-12-17,5,0,4
1729,"価","price",2022-11-18 19:53:10,2022-12-14,5,0,4
1730,"要","need",2022-10-29 20:37:15,2022-10-29,1,0,1
1731,"腰","lower back",2022-11-22 19:21:41,2022-12-20,5,0,5
1732,"票","ballot",2022-11-18 21:04:25,2022-12-12,5,0,4
1733,"漂","drift",2022-11-17 22:08:45,2022-12-13,5,0,4
1734,"標","signpost",2022-11-13 22:40:38,2022-12-10,5,0,4
1735,"栗","chestnut (skip)",2022-10-26 08:34:09,2022-10-26,1,1,0
1736,"慄","shudder (skip)",2022-10-26 08:34:09,2022-10-26,1,1,0
1737,"遷","transition",2022-11-19 08:17:12,2022-12-17,5,0,5
1738,"覆","capsize",2022-11-17 22:37:19,2022-11-26,3,0,4
1739,"煙","smoke",2022-11-24 21:49:17,2022-12-20,5,0,6
1740,"南","south",2022-11-16 22:43:09,2022-12-08,5,0,4
1741,"楠","camphor tree (skip)",2022-10-26 08:34:09,2022-10-26,1,1,0
1742,"献","offering",2022-11-21 21:29:53,2022-12-17,5,0,4
1743,"門","gates",2022-11-19 08:12:09,2022-12-18,5,0,4
1744,"問","question",2022-11-13 22:10:56,2022-11-28,4,0,5
1745,"閲","review",2022-11-14 21:50:39,2022-12-11,5,0,5
1746,"閥","clique",2022-11-18 20:32:14,2022-12-16,5,0,4
1747,"間","interval",2022-11-14 21:22:03,2022-12-07,5,0,4
1748,"闇","pitch dark",2022-11-17 22:41:08,2022-12-17,5,0,4
1749,"簡","simplicity",2022-11-18 20:20:50,2022-12-13,5,0,5
1750,"開","open",2022-11-13 21:24:55,2022-11-26,4,0,5
1751,"閉","closed",2022-11-17 22:01:10,2022-12-15,5,0,5
1752,"閣","tower",2022-11-25 15:04:57,2022-12-03,3,0,6
1753,"閑","leisure",2022-11-17 22:45:11,2022-12-15,5,0,4
1754,"聞","hear",2022-11-20 11:41:01,2022-12-12,5,0,4
1755,"潤","wet",2022-11-17 21:50:03,2022-12-16,5,0,5
1756,"欄","handrail",2022-11-19 08:17:12,2022-12-13,5,0,4
1757,"闘","fight",2022-11-16 22:39:02,2022-12-13,5,0,5
1758,"倉","godown",2022-11-20 11:46:23,2022-12-18,5,0,4
1759,"創","genesis",2022-11-22 19:56:54,2022-11-29,3,0,4
1760,"非","un-",2022-11-21 21:24:07,2022-12-16,5,0,4
1761,"俳","haiku",2022-11-19 08:19:01,2022-12-18,5,0,4
1762,"排","emission",2022-11-20 11:07:01,2022-11-27,3,0,4
1763,"悲","sad",2022-11-23 21:52:12,2022-12-16,5,0,6
1764,"罪","guilt",2022-11-24 21:44:28,2022-12-05,4,0,5
1765,"輩","comrade",2022-11-17 09:54:28,2022-12-17,5,0,4
1766,"扉","front door",2022-11-19 08:12:09,2022-12-12,5,0,4
1767,"侯","marquis",2022-11-19 19:58:35,2022-12-12,5,0,4
1768,"喉","throat",2022-11-20 11:41:01,2022-12-02,4,0,6
1769,"候","climate",2022-11-22 19:27:59,2022-12-22,5,0,5
1770,"決","decide",2022-11-15 20:35:28,2022-11-30,4,0,6
1771,"快","cheerful",2022-11-19 08:12:09,2022-12-14,5,0,4
1772,"偉","admirable",2022-11-24 21:30:09,2022-12-19,5,0,4
1773,"違","difference",2022-11-21 21:15:56,2022-12-15,5,0,4
1774,"緯","latitude",2022-11-20 11:52:35,2022-12-16,5,0,4
1775,"衛","defense",2022-11-19 20:04:34,2022-11-25,3,0,5
1776,"韓","Korea",2022-11-17 22:41:08,2022-12-11,5,0,4
1777,"干","dry",2022-11-21 21:12:12,2022-12-13,5,0,4
1778,"肝","liver",2022-11-17 22:43:01,2022-11-30,4,0,5
1779,"刊","publish",2022-11-21 21:12:12,2022-12-20,5,0,4
1780,"汗","sweat",2022-11-19 08:19:01,2022-12-13,5,0,4
1781,"軒","flats",2022-11-21 21:39:30,2022-12-15,5,0,4
1782,"岸","beach",2022-11-21 21:39:30,2022-12-13,5,0,4
1783,"幹","tree trunk",2022-11-23 21:38:39,2022-12-20,5,0,4
1784,"芋","potato",2022-11-20 12:07:13,2022-12-13,5,0,4
1785,"宇","universe",2022-11-23 09:54:23,2022-12-02,3,0,4
1786,"余","too much",2022-11-13 22:40:38,2022-11-26,4,0,3
1787,"除","exclude",2022-11-19 23:43:00,2022-12-12,5,0,5
1788,"徐","gradually",2022-11-21 21:35:17,2022-12-16,5,0,4
1789,"叙","confer",2022-11-19 23:43:00,2022-12-02,4,0,5
1790,"途","route",2022-11-19 20:04:34,2022-12-17,5,0,4
1791,"斜","diagonal",2022-11-20 11:25:19,2022-12-12,5,0,4
1792,"塗","paint",2022-11-19 08:07:52,2022-11-30,4,0,5
1793,"束","bundle",2022-11-24 21:30:09,2022-12-23,5,0,4
1794,"頼","trust",2022-11-20 11:52:35,2022-12-14,5,0,4
1795,"瀬","rapids",2022-11-22 19:44:58,2022-12-20,5,0,4
1796,"勅","imperial order (skip)",2022-11-01 10:06:35,2022-11-01,1,1,0
1797,"疎","alienate",2022-11-11 13:38:57,2022-11-26,4,0,4
1798,"辣","bitter",2022-11-23 09:33:58,2022-12-19,5,0,4
1799,"速","quick",2022-11-16 22:21:08,2022-11-25,3,0,6
1800,"整","organize",2022-11-24 22:04:23,2022-12-06,4,0,6
1801,"剣","saber",2022-11-23 21:52:12,2022-12-19,5,0,4
1802,"険","precipitous",2022-11-17 21:54:09,2022-11-29,4,0,5
1803,"検","examine",2022-11-22 19:53:33,2022-12-05,4,0,6
1804,"倹","frugal",2022-11-24 21:44:28,2022-12-23,5,0,4
1805,"重","heavy",2022-11-11 13:40:22,2022-11-25,4,0,3
1806,"動","move",2022-11-24 21:53:33,2022-12-18,5,0,4
1807,"腫","tumor",2022-11-13 22:00:03,2022-11-26,4,0,3
1808,"勲","meritorious deed",2022-11-23 21:34:01,2022-12-19,5,0,4
1809,"働","work",2022-11-22 19:27:59,2022-12-18,5,0,4
1810,"種","species",2022-11-22 19:56:54,2022-12-16,5,0,4
1811,"衝","collide",2022-11-24 21:53:33,2022-12-24,5,0,5
1812,"薫","fragrant",2022-11-21 21:35:17,2022-12-19,5,0,4
1813,"病","ill",2022-11-22 19:27:59,2022-12-03,4,0,8
1814,"痴","stupid",2022-11-22 19:27:59,2022-12-18,5,0,4
1815,"痘","pox (skip)",2022-11-02 10:40:41,2022-11-02,1,1,0
1816,"症","symptoms",2022-11-12 11:46:17,2022-11-27,4,0,3
1817,"瘍","carbuncle (skip)",2022-11-03 09:47:50,2022-11-03,1,1,0
1818,"痩","lose weight",2022-11-17 22:41:08,2022-12-02,4,0,4
1819,"疾","rapidly",2022-11-23 10:18:42,2022-12-21,5,0,4
1820,"嫉","envy",2022-11-15 21:04:53,2022-11-29,4,0,4
1821,"痢","diarrhea",2022-11-24 21:44:28,2022-12-24,5,0,4
1822,"痕","scar",2022-11-14 21:41:42,2022-11-28,4,0,3
1823,"疲","tired",2022-11-23 09:33:11,2022-12-20,5,0,4
1824,"疫","epidemic",2022-11-13 22:27:32,2022-11-27,4,0,3
1825,"痛","pain",2022-11-13 21:35:37,2022-11-27,4,0,4
1826,"癖","mannerism",2022-11-23 21:43:40,2022-12-07,4,0,5
1827,"匿","hide (skip)",2022-11-04 10:37:03,2022-11-04,1,1,0
1828,"匠","artisan",2022-11-14 22:13:19,2022-11-26,4,0,3
1829,"医","doctor",2022-11-16 22:26:48,2022-11-30,4,0,4
1830,"匹","counter for small animals",2022-11-16 22:21:08,2022-11-28,4,0,3
1831,"区","zone",2022-11-13 22:40:38,2022-11-25,4,0,3
1832,"枢","hinge",2022-11-15 21:04:53,2022-11-30,4,0,3
1833,"殴","assault",2022-11-15 21:08:05,2022-11-28,4,0,4
1834,"欧","Europe",2022-11-12 12:10:40,2022-11-27,4,0,3
1835,"抑","repress",2022-11-15 21:14:28,2022-11-29,4,0,4
1836,"仰","look up to someone",2022-11-16 22:26:48,2022-11-28,4,0,3
1837,"迎","welcome",2022-11-14 21:22:03,2022-11-27,4,0,3
1838,"登","climb",2022-11-13 22:00:03,2022-11-25,4,0,3
1839,"澄","lucidity",2022-11-15 20:20:24,2022-11-26,4,0,4
1840,"発","discharge",2022-11-15 20:59:59,2022-11-26,4,0,3
1841,"廃","abolish",2022-11-16 22:32:15,2022-11-29,4,0,3
1842,"僚","colleague",2022-11-14 21:50:39,2022-11-27,4,0,3
1843,"瞭","obvious",2022-11-17 22:08:45,2022-11-28,4,0,3
1844,"寮","dormitory",2022-11-17 21:39:26,2022-11-30,4,0,3
1845,"療","heal",2022-11-18 21:09:47,2022-11-25,3,0,5
1846,"彫","carve",2022-11-18 20:37:29,2022-12-01,4,0,3
1847,"形","shape (katachi)",2022-11-15 21:04:53,2022-11-29,4,0,3
1848,"影","shadow",2022-11-16 22:32:15,2022-11-29,4,0,3
1849,"杉","cedar (skip)",2022-11-06 11:48:59,2022-11-06,1,1,0
1850,"彩","coloring",2022-11-15 21:12:51,2022-11-30,4,0,3
1851,"彰","patent (skip)",2022-11-06 11:48:59,2022-11-06,1,1,0
1852,"彦","lad",2022-11-17 21:50:03,2022-11-28,4,0,3
1853,"顔","face",2022-11-15 21:14:28,2022-11-26,4,0,3
1854,"須","necessary",2022-11-16 21:57:34,2022-11-29,4,0,4
1855,"膨","swell",2022-11-23 10:18:42,2022-12-05,4,0,6
1856,"参","visit",2022-11-14 21:50:39,2022-11-27,4,0,4
1857,"惨","wretched",2022-11-18 20:36:22,2022-11-29,4,0,3
1858,"修","discipline",2022-11-24 21:53:33,2022-12-07,4,0,5
1859,"珍","rare",2022-11-18 20:32:14,2022-12-02,4,0,4
1860,"診","checkup",2022-11-25 15:08:36,2022-12-17,5,0,4
1861,"文","literature",2022-11-16 22:06:00,2022-11-30,4,0,3
1862,"対","vis-a-vis",2022-11-20 11:52:35,2022-12-05,4,0,3
1863,"紋","family crest",2022-11-20 11:46:23,2022-12-04,4,0,3
1864,"蚊","mosquito",2022-11-14 21:58:08,2022-11-26,4,0,3
1865,"斑","speckled",2022-11-17 22:45:11,2022-11-28,4,0,3
1866,"斉","uniformity",2022-11-19 20:04:34,2022-12-04,4,0,3
1867,"剤","dose",2022-11-25 15:04:57,2022-12-09,4,0,7
1868,"済","finish",2022-11-20 11:41:01,2022-12-03,4,0,6
1869,"斎","purification",2022-11-22 19:27:59,2022-11-30,3,0,6
1870,"粛","solemn",2022-11-19 08:07:52,2022-11-27,3,0,4
1871,"塁","bases",2022-11-17 21:54:09,2022-12-02,4,0,3
1872,"楽","music",2022-11-17 09:54:28,2022-11-29,4,0,3
1873,"薬","medicine",2022-11-18 20:15:47,2022-11-29,4,0,4
1874,"率","rate",2022-11-19 23:43:00,2022-11-30,4,0,3
1875,"渋","bog down",2022-11-18 20:36:22,2022-12-02,4,0,4
1876,"摂","vicarious",2022-11-16 22:26:48,2022-11-30,4,0,3
1877,"央","center",2022-11-22 19:56:54,2022-12-04,4,0,3
1878,"英","England",2022-11-19 08:07:52,2022-12-02,4,0,3
1879,"映","projection",2022-11-18 20:20:50,2022-11-29,4,0,3
1880,"赤","red",2022-11-17 21:50:03,2022-12-02,4,0,3
1881,"赦","pardon",2022-11-15 20:35:28,2022-11-28,4,0,3
1882,"変","abnormal",2022-11-19 20:05:07,2022-11-30,4,0,3
1883,"跡","tracks",2022-11-19 08:07:52,2022-12-04,4,0,3
1884,"蛮","barbarian",2022-11-21 21:35:17,2022-12-06,4,0,4
1885,"恋","romance",2022-11-24 22:04:23,2022-12-07,4,0,5
1886,"湾","gulf",2022-11-18 21:09:47,2022-12-01,4,0,4
1887,"黄","yellow",2022-11-22 19:53:33,2022-12-03,4,0,3
1888,"横","sideways",2022-11-19 08:17:12,2022-12-01,4,0,3
1889,"把","grip",2022-11-19 19:58:35,2022-11-27,3,0,4
1890,"色","color",2022-11-20 11:24:40,2022-12-05,4,0,3
1891,"絶","discontinue",2022-11-19 08:07:52,2022-12-01,4,0,3
1892,"艶","glossy",2022-11-20 11:24:40,2022-12-05,4,0,4
1893,"肥","fertilizer",2022-11-18 20:15:47,2022-11-30,4,0,3
1894,"甘","sweet",2022-11-22 19:53:33,2022-12-05,4,0,3
1895,"紺","navy blue (skip)",2022-11-11 09:17:03,2022-11-11,1,1,0
1896,"某","so-and-so",2022-11-21 21:24:07,2022-12-05,4,0,4
1897,"謀","conspire",2022-11-25 15:04:57,2022-12-06,4,0,4
1898,"媒","mediator",2022-11-23 09:54:23,2022-12-07,4,0,3
1899,"欺","deceit",2022-11-21 21:29:53,2022-12-05,4,0,3
1900,"棋","chess piece",2022-11-23 21:34:01,2022-12-06,4,0,3
1901,"旗","national flag",2022-11-19 23:43:00,2022-12-02,4,0,3
1902,"期","period",2022-11-20 11:07:01,2022-12-05,4,0,3
1903,"碁","Go",2022-11-19 08:07:52,2022-12-04,4,0,3
1904,"基","fundamentals",2022-11-23 21:43:40,2022-12-04,4,0,3
1905,"甚","tremendously",2022-11-21 21:15:57,2022-12-04,4,0,3
1906,"勘","intuition",2022-11-24 21:49:17,2022-12-03,3,0,4
1907,"堪","withstand",2022-11-23 21:43:40,2022-12-02,3,0,4
1908,"貴","precious",2022-11-22 19:56:54,2022-12-04,4,0,3
1909,"遺","leave behind",2022-11-16 22:06:00,2022-11-25,3,0,2
1910,"遣","dispatch",2022-11-23 21:38:39,2022-12-04,4,0,4
1911,"潰","squashed",2022-11-21 21:35:17,2022-12-06,4,0,3
1912,"舞","dance",2022-11-22 19:56:54,2022-12-06,4,0,3
1913,"無","nothingness",2022-11-19 08:01:21,2022-12-04,4,0,3
1914,"組","association",2022-11-24 22:04:23,2022-11-29,3,0,4
1915,"粗","coarse",2022-11-24 21:49:17,2022-12-07,4,0,4
1916,"租","tariff",2022-11-21 21:29:53,2022-12-02,4,0,3
1917,"狙","aim at",2022-11-20 11:46:23,2022-12-03,4,0,3
1918,"祖","ancestor",2022-11-22 19:49:27,2022-12-04,4,0,4
1919,"阻","thwart",2022-11-21 21:15:56,2022-12-02,4,0,3
1920,"査","investigate",2022-11-22 19:49:27,2022-12-03,4,0,4
1921,"助","help",2022-11-23 09:54:23,2022-12-04,4,0,5
1922,"宜","best regards",2022-11-23 09:54:23,2022-12-08,4,0,3
1923,"畳","tatami mat",2022-11-17 09:54:28,2022-11-26,3,0,2
1924,"並","row",2022-11-25 15:08:36,2022-12-06,4,0,3
1925,"普","universal",2022-11-24 21:44:28,2022-12-05,4,0,3
1926,"譜","musical score",2022-11-24 22:01:07,2022-12-08,4,0,4
1927,"湿","damp",2022-11-18 20:20:50,2022-11-26,3,0,2
1928,"顕","appear",2022-11-24 22:04:23,2022-12-09,4,0,3
1929,"繊","slender (skip)",2022-11-15 08:20:53,2022-11-15,1,1,0
1930,"霊","spirits",2022-11-21 21:40:31,2022-12-05,4,0,3
1931,"業","profession",2022-11-19 19:58:35,2022-11-25,3,0,4
1932,"撲","slap",2022-11-21 21:29:53,2022-12-04,4,0,3
1933,"僕","me",2022-11-25 15:08:36,2022-12-06,4,0,4
